id,ua_browser,ua_mobile,client,ordertotal,totalitems,partialip,productid,productname
,Chrome,FALSE,targetcom,26.49,1,108.239.73,50734852,All Weather Wicker Plant Stand - Brown
,Safari,FALSE,targetcom,51.95,1,174.45.91,12771767,Guess Who?
,Chrome,FALSE,targetcom,67.14,6,107.10.121,16929156,Room Essentials&amp;trade; Microfiber Pillowcase
,Safari,FALSE,targetcom,39.99,1,172.91.136,11190906,Lasko 20&amp;#34; Cyclone Fan with Remote
,Chrome,FALSE,targetcom,49.98,1,107.188.244,13647071,Basketweave Curtain Panel - Threshold&amp;trade;
,Safari,FALSE,targetcom,49.98,1,50.113.73,51096957,Floral Print Twill Light Blocking Curtain Panel - Pillowfort&amp;trade;
,Chrome,FALSE,targetcom,115.36,3,24.118.104,13051761,Swiffer WetJet Wood Floor Cleaner Refill Blossom Breeze 42.2 oz
,Safari,FALSE,targetcom,19.16,1,73.73.136,50636894,Pyrex 4 Cup Storage Plus Round Storage - White Squared
,Chrome,FALSE,targetcom,23.74,1,98.204.216,16710092,Squatty Potty 7&amp;quot; Eco White
,Mobile Safari,TRUE,targetcom,50,1,107.2.51,15030362,Blowfish Birthday Gift Card
,Chrome,FALSE,targetcom,29.46,7,24.250.189,15036838,Embark Basic 9&amp;quot; Lunch Sack - Purple
,Chrome,FALSE,targetcom,31.97,3,73.228.209,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,144.84,6,68.99.164,16365193,Threshold&amp;trade; Warmer Down Alternative Comforter
,Safari,FALSE,targetcom,59.96,1,50.90.44,50758292,Outdoor Solid Color Seat Cushion - Threshold&amp;trade;
,Chrome,FALSE,targetcom,8.99,1,172.5.146,50688402,Xhilaration&amp;trade; 1Pc Metal HELLO Hanging Jewelry Organizer - Gold Finish
,Firefox,FALSE,targetcom,39.96,5,98.242.81,12443651,Garnier&amp;#174; Fructis&amp;#174; Sleek &amp; Shine Anti-Frizz Serum - 5.1 Fl Oz
,Firefox,FALSE,targetcom,102.15,8,68.47.23,50319069,Micromink Blanket Solid - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,53.99,1,64.93.116,14304951,CorningWare 10 Piece Bake Set - French White
,Chrome,FALSE,targetcom,69.98,2,205.157.148,50358888,"Paper Mate&amp;#174; Felt Tip Marker Pens, 0.7mm, 24ct - Multicolor Ink"
,Firefox,FALSE,targetcom,91.96,1,73.101.26,17221343,Eclipse Thermaback Meridian Blackout Window Curtain Panel
,Chrome,FALSE,targetcom,46.33,2,108.51.29,50344470,Fabric Cube Storage Bin 11&amp;quot; - Room Essentials
,Safari,FALSE,targetcom,44.99,1,173.64.66,13546455,Crane Ultrasonic Cool Mist Humidifier&amp;#160;- Owl
,Chrome,FALSE,targetcom,135.96,4,99.98.67,15121671,Diapers Bulk Plus Pack (Select Size) - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,36.99,1,186.120.131,14453590,Epson Dual Pack Ink Cartridge - Black (T126120-D2)
,Chrome,FALSE,targetcom,194.97,3,75.142.123,15632707,Oster 1.3 Cu. Ft. 1100 Watt Microwave Oven - Black OGZF1301
,Chrome,FALSE,targetcom,130.17,3,73.15.205,14901126,"Similac&amp;#174; Advance Infant Formula Powder Stage 1, 1.93lb"
,Chrome,FALSE,targetcom,123.28,3,73.223.150,17286425,Circo&amp;trade; Security Blanket - Kitty
,Safari,FALSE,targetcom,95.55,5,99.65.99,17296905,Stuffed Rhino Wall Art - White - Threshold&amp;trade;
,Chrome,FALSE,targetcom,754.2,10,162.196.24,14174648,Performance Solid Bath Towels - Threshold&amp;trade;
,Chrome,FALSE,targetcom,71.94,3,68.34.35,15696477,Nature Made Vitamin D3 Adult Gummies
,Other,FALSE,targetcom,29.99,1,98.167.247,12750761,"Mr. Coffee&amp;#174; Advanced Brew 5-Cup Programmable Coffee Maker with Stainless Steel Carafe Black/Chrome, JWX9"
,Chrome,FALSE,targetcom,134.96,2,98.119.247,11056288,Similac&amp;#174; Advance Organic Powder - 1.45lb
,Safari,FALSE,targetcom,34.99,1,174.29.206,14217233,Performance 400 Thread Count Sheet Set - Solid - Threshold&amp;trade;
,Other,FALSE,targetcom,3.99,1,45.18.1,15118184,EcoSmart Organic Insecticide Ant &amp; Cockroach Killer 14 oz
,Chrome,FALSE,targetcom,139.9,1,108.233.120,46759569,NEXUS Self Adhesive Classic Diamond Parquet Vinyl Floor Tile - Light Oak (12&amp;quot;x12&amp;quot;)
,Chrome,FALSE,targetcom,137.53,4,173.66.111,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,26.36,7,66.194.122,50042672,Threshold&amp;trade; Mottled Pillar Core - Brown  (3x6)
,Safari,FALSE,targetcom,199.99,1,74.72.217,50739027,Withings Home - Baby &amp; Air Quality Monitor
,Chrome,FALSE,targetcom,35,1,216.180.219,21414896,Nintendo eShop $35 (email delivery)
,Chrome,FALSE,targetcom,103.97,3,71.119.127,13282566,OXO Softworks 17-pc. Culinary Tool and Utensil Set
,Safari,FALSE,targetcom,12.99,1,24.5.155,50507323,Sharp LCD Alarm Clock with Speaker
,Chrome,FALSE,targetcom,43.98,1,74.68.153,50693291,"Enfagrow Toddler Next Step Natural Milk, Non-GMO Powder - 24oz"
,Chrome,TRUE,targetcom,61.98,2,68.185.101,14496359,Dorel Upholstered Glider Ottoman
,IE,FALSE,targetcom,66.99,1,174.54.147,14359286,Coleman&amp;#174; 54 Quart Steel Belted Cooler&amp;#174; Green
,Firefox,FALSE,targetcom,62.58,6,45.20.187,50854273,Room Essentials&amp;trade; Fast Dry Bath Towels
,Firefox,FALSE,targetcom,62.98,2,74.75.134,14292318,Room Essentials&amp;trade; Duvet Cover Set
,Chrome,FALSE,targetcom,20,1,191.102.216,14979079,PlayStation $20USD Cash Code (email delivery)
,Chrome,FALSE,targetcom,37.23,10,108.16.59,,
,Safari,FALSE,targetcom,83.99,1,67.5.238,51219795,Dream Catcher Quilt Set - Vue&amp;#174;
,Other,FALSE,targetcom,31.58,2,104.33.218,14714006,Promotional Gift Card $5
,Firefox,FALSE,targetcom,45.34,3,108.38.176,16644160,Hefty 40 Qt Lidded Plastic Storage Tub
,IE,FALSE,targetcom,253.53,4,184.7.187,13051012,Seagrass Waste Basket - Natural
,Safari,FALSE,targetcom,43.14,3,67.177.83,12756832,Tree EVA Shower Curtain - Mocha
,Safari,FALSE,targetcom,269.92,6,68.33.90,50691089,Threshold&amp;trade; Mother of Pearl Curtain Rod
,Firefox,FALSE,targetcom,29.25,3,108.214.88,15035980,100% Cotton Bassinet Fitted Sheet Set - Circo&amp;trade;
,Safari,FALSE,targetcom,245.38,12,162.199.221,14413707,Dial Complete&amp;#174; Spring Water&amp;#174; Foaming Antibacterial Hand Wash - Blue (7.5 fl oz.)
,Chrome,FALSE,targetcom,43.76,5,97.83.128,13054704,Ultra Downy&amp;#174; April Fresh&amp;trade; Liquid Fabric Conditioner 129 Fl oz.
,Firefox,FALSE,targetcom,32.97,3,172.89.79,16600973,CeraVe Skin Renewing Night Cream - 1.7 oz
,Firefox,FALSE,targetcom,62.98,2,67.40.242,50486834,Triangle Stitch Quilt and Sham Set - Pillowfort&amp;trade;
,Firefox,FALSE,targetcom,48.47,3,173.79.160,50026620,Depend&amp;#174; XLarge Overnight Underwear for Women - 12 Count
,Safari,FALSE,targetcom,15,1,178.149.11,14964578,$15 iTunes Code (email delivery)
,Chrome,FALSE,targetcom,29.99,2,73.187.74,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,54.98,1,75.56.48,15063342,Ravenna Highback Patio Chair Cover - Large
,Chrome,FALSE,targetcom,60,4,216.45.82,16671308,Bright Flower Gift Card
,Safari,FALSE,targetcom,349.99,1,98.203.5,16867623,Apple&amp;#174; Watch Sport 42mm Gold Aluminum Case with Midnight Blue Sport Band
,Chrome,FALSE,targetcom,54.99,1,71.94.117,51216074,Nicotine 4 mg Stop Smoking Aid Mint Lozenge - up &amp; up&amp;trade;
,Firefox,FALSE,targetcom,167.99,2,67.221.143,50038631,GoPro HERO+
,Other,FALSE,targetcom,18.99,1,165.27.242,49134132,Mega Bloks Teenage Mutant Ninja Turtles Half-Shell Heroes Turtle Lair Battle Playset
,Other,FALSE,targetcom,47.68,2,76.216.185,50486823,Rugby Stripe Comforter Set - Pillowfort&amp;trade;
,Mobile Safari,TRUE,targetcom,99.99,1,73.175.122,46765201,Ninja &amp;#174;3-in-1 Cooking System
,Chrome,FALSE,targetcom,100,1,96.41.240,14567852,Just Married Banners Gift Card
,Other,FALSE,targetcom,53.99,1,67.185.125,50727473,Munchkin Safe Step Gate
,Other,FALSE,targetcom,28.18,2,75.135.248,16820172,Philips Avent Drying Rack
,Safari,FALSE,targetcom,39.99,1,174.45.158,16200451,Philips Sonicare 2 Series Plaque Control Electric Toothbrush Green HX6211/99
,Chrome,FALSE,targetcom,25,1,140.186.179,16671280,Bullseye Box Gift Card
,Firefox,FALSE,targetcom,126.73,3,104.189.146,51073353,Boys Training Pants Giga Pack (Select Size) - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,130.95,4,107.223.198,15122174,Pampers Swaddlers Diapers Giant Pack (Select Size)
,Chrome,FALSE,targetcom,27.97,3,67.169.182,13973173,Threshold&amp;trade; 300 Thread Count Ultra Soft Flat Sheet
,Firefox,FALSE,targetcom,34.99,1,173.64.83,50186747,Playtex Baby Diaper Genie Complete Diaper Pail With Odor Lock Technology
,Chrome,FALSE,targetcom,26.98,3,162.119.128,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,59.94,11,24.45.250,13051915,Swiffer Sweeper Wet Mopping Pad Refills for Floor Mop Open Window Fresh Scent 12 Count
,Chrome,FALSE,targetcom,30.99,2,104.235.111,16964957,LEGO&amp;#174; Super Heroes The Hulk Buster Smash 76031
,Safari,FALSE,targetcom,17.68,2,73.189.35,14765962,Depend&amp;#174; for Women Maximum Absorbency S/M Underwear - 19 Count
,Chrome,FALSE,targetcom,50,1,73.153.110,17213812,Puppy with Bullseye GiftCard
,Chrome,FALSE,targetcom,167.99,3,170.218.219,18825381,Target 2-Year Wearables Protection Plan with Accidental Damage Coverage
,Safari,FALSE,targetcom,86.94,5,172.13.232,14714006,Promotional Gift Card $5
,Other,FALSE,targetcom,110.58,13,199.241.148,17221821,"BIC&amp;#174; Mark-it Permanent Markers, Fine Point, Assorted, 12/Set"
,Chrome,FALSE,targetcom,44.96,4,67.61.72,50014324,Circo&amp;trade; Soft Fleece Embossed Baby Blanket - Pink Hearts
,Safari,FALSE,targetcom,61.92,10,67.169.26,14261834,Enfamil&amp;#174; D-Vi-Sol&amp;trade; Vitamin D Supplement Drops for Infants - 1.69 oz
,IE,FALSE,targetcom,249.99,1,162.104.166,50626595,Garmin Vivoactive HR Smart Watch with Heart Rate Monitor
,Chrome,FALSE,targetcom,6.19,1,97.90.140,11235054,Trojan Ultra Thin Armor Spermicidal Lubricant Condoms - 12 Count
,Chrome,FALSE,targetcom,29.3,2,67.180.98,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,125.29,4,162.226.216,17425675,Similac Advance Non-GMO Ready-to-Feed Liquid Formula - 32oz
,Chrome,FALSE,targetcom,21.99,1,65.34.177,21418386,OneShot Animal Repeller
,Safari,FALSE,targetcom,299.99,1,24.218.182,17215617,Eddie Bauer&amp;#174; Upholstered Wingback Swivel Glider - Gray
,Other,FALSE,targetcom,28.58,2,99.112.98,50497605,Chicago White Sox Girls 3pk Bodysuit Crawlers
,Chrome,FALSE,targetcom,55,1,73.152.154,15405232,Tegu 42-piece Set in Natural
,Safari,FALSE,targetcom,29.99,1,73.189.35,13359546,Omron 3 Series Upper Arm Blood Pressure Monitor with Cuff - Fits Standard and Large Arms
,Chrome,FALSE,targetcom,32.78,2,208.102.129,39603802,Blue Lizard Sunscreen -  Regular 5 oz
,Firefox,FALSE,targetcom,176.98,2,173.89.151,14951200,Gronomics Elevated Garden Beds
,Chrome,FALSE,targetcom,278.34,6,201.229.125,17353752,Room Essentials&amp;trade; Oversized Quilted Jersey Pillow (24x24&amp;quot;)
,Safari,FALSE,targetcom,64.91,3,98.198.46,14119378,C9 Neoprene - Hand Weight - Basic Hex - 10lb -Ashton Gray
,Chrome,FALSE,targetcom,59.96,3,65.28.171,16224461,Stainless Steel Non Skid Mixing Bowl Set of 3 - Threshold&amp;trade;
,Chrome,FALSE,targetcom,90.54,6,209.240.180,50299759,"Learning Resources Giant Magnetic Base Ten Set, 6.75&amp;quot;L x 6.75&amp;quot;H, Blue"
,Chrome,FALSE,targetcom,15.99,1,73.27.141,14678520,"Oster&amp;#174; DuraCeramic&amp;trade; Chrome Belgian Waffle Maker, CKSTWF1502-ECO"
,Safari,FALSE,targetcom,128.97,3,70.126.20,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,6.53,2,66.222.27,13249004,Seventh Generation&amp;trade; Disinfecting Wet Wipes - Lemongrass Citrus (35 Count)
,Chrome,FALSE,targetcom,127.95,6,173.27.109,14905143,Sensitive Baby Wipes Refill Pack 736 ct - up &amp; up&amp;trade;
,Firefox,FALSE,targetcom,99.99,1,97.85.153,13922722,Exerpeutic Air Elliptical
,Safari,FALSE,targetcom,184.98,2,76.119.89,50253255,4-Cube Organizer Shelf 13&amp;quot; - Threshold&amp;trade;
,Chrome,FALSE,targetcom,35.99,1,24.206.180,50356702,Ruched Comforter Set - Pillowfort&amp;trade;
,Chrome,FALSE,targetcom,27.17,4,50.255.124,13399518,TRESemme Moisture Rich Luxurious Shampoo with Pump 39 oz
,Chrome,FALSE,targetcom,9.99,1,50.155.157,24003477,Fisher-Price Little People Pirate Buddy Pack
,Chrome,FALSE,targetcom,8.43,2,104.52.0,13317483,Acetone Nail Polish Remover - 6 oz - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,45.28,2,98.14.97,14611480,Premium Bathroom Tissue Soft and Strong 12 Mega Rolls - up &amp; up&amp;trade;
,Other,FALSE,targetcom,179.99,1,108.56.204,50368734,Ergobaby 360 4 Position Baby Carrier - Cool Air Carbon Grey
,Safari,FALSE,targetcom,84.99,1,136.63.42,50571248,Windson Wood Ottoman - Threshold&amp;trade;
,Firefox,FALSE,targetcom,13,1,72.219.23,16233631,Ghostbusters 1 &amp; 2: Mastered in 4K [Includes Digital Copy] [UltraViolet] [Blu-ray]
,Firefox,FALSE,targetcom,44.97,4,100.38.234,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,144.99,1,73.206.7,10909301,Brother International&amp;trade; CS6000i Sewing Machine
,Chrome,FALSE,targetcom,232.94,6,73.131.227,50075594,Giraffe Head Wall D&amp;#233;cor - Pillowfort&amp;trade;
,Safari,FALSE,targetcom,334.99,2,73.167.82,50730425,Apple&amp;#174; Woven Nylon Sport Watch 38mm Silver Aluminum Case - Pink
,IE,FALSE,targetcom,4.49,1,184.101.43,21461699,AXE Urban Tobacco and Amber Deodorant Stick 3 oz
,Firefox,FALSE,targetcom,23.98,1,76.16.124,11292429,Purina Tidy Cats Clumping Cat  Litter 24/7 Performance for Multiple Cats 35 lb. Pail
,Chrome,FALSE,targetcom,42.98,3,67.161.79,15290309,Fisher-Price Music Box Record Player
,Chrome,FALSE,targetcom,38.48,3,50.25.89,50564957,Baby Pink Floyd Bodysuit Green
,Chrome,FALSE,targetcom,75.94,5,24.194.185,50441535,Maternity Tank Top - Liz Lange&amp;#174; for Target
,Chrome,FALSE,targetcom,47.97,3,173.187.7,26403162,Breathable Baby Solid Mesh Crib Liner
,Firefox,FALSE,targetcom,39.85,7,108.49.251,15251062,Brush   84022 ELF Angled Blush
,Firefox,FALSE,targetcom,619.96,4,73.50.9,13052033,Suncast Resin Wicker Trash Receptacle
,Chrome,FALSE,targetcom,43.98,2,67.243.30,50298653,Hamilton Beach Ice Cream Maker 1.5 Qt.
,IE,FALSE,targetcom,37.98,3,71.160.192,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,118.96,3,71.170.187,50327120,Americana Star Quilt Cream - Threshold&amp;trade;
,Chrome,FALSE,targetcom,29.75,3,73.202.186,14080918,Duracell Speciality Size 303/357 - 3 Pack
,Chrome,FALSE,targetcom,22.58,2,70.122.243,11031104,"Schiff Glucosamine 1500mg Plus MSM 1500mg and Hyaluronic Acid, Joint Supplement, 150 Count"
,Firefox,FALSE,targetcom,25.76,4,71.95.18,16601982,COVERGIRL Makeup Masters Sponge Puffs
,Chrome Mobile iOS,TRUE,targetcom,59.98,1,71.204.134,49119842,PUR Pitcher Replacement Filter
,Chrome,FALSE,targetcom,25.99,1,24.247.55,10376713,LED Grill Light &amp;#45; GL03
,Chrome,FALSE,targetcom,6.78,2,24.46.123,21505250,Hair Gels Ecoco
,Mobile Safari,TRUE,targetcom,144.91,5,88.69.139,50549893,Oh Joy!&amp;#174;&amp;nbsp;Ceramic Bowl Brush Print - 6&amp;rdquo;
,Chrome,FALSE,targetcom,15,1,80.29.13,14964578,$15 iTunes Code (email delivery)
,Firefox,FALSE,targetcom,2982.45,11,62.47.190,15608751,Mid Century Modern Bench - Foremost
,Chrome,FALSE,targetcom,25.58,2,173.56.230,14778967,Purina Fancy Feast Classic Seafood Feast Variety Cat Food 24-3 oz. Cans
,Other,FALSE,targetcom,145.3,4,24.227.39,51067703,House-Trained Bed Blanket Twin - Multicolor - The Secret Life of Pets&amp;#174;
,Other,FALSE,targetcom,132.96,4,174.44.161,50038182,Pismo Beach Toes in Sand Pillow (12&amp;quot;x24&amp;quot;) Brown - homthreads&amp;trade;
,Chrome,FALSE,targetcom,16.97,2,65.51.251,14758870,Downy&amp;#174; Clean Breeze&amp;#174; Liquid Fabric Softener - 129floz (150 Loads)
,Chrome,FALSE,targetcom,110.69,5,68.231.145,13794509,Sterilite&amp;#174; ClearView Latch&amp;trade; 66 Qt Storage Tote - Clear with Purple Latch
,Chrome,FALSE,targetcom,104.92,6,71.108.66,51194609,The Angry Birds Movie Target Exclusive Red Edition with Exclusive Packaging + Bonus Disc + Stick-on Eyebrows (Blu-ray/DVD)
,Chrome,FALSE,targetcom,146.94,6,75.66.46,50356593,Gerber&amp;#174; Onesies&amp;#174; Baby Top &amp; Bottom 3 Piece Set - Owl Turquoise
,Other,FALSE,targetcom,14.99,1,174.50.242,51063402,X-Files Event Series: Season 10 (Blu-ray)
,Chrome,FALSE,targetcom,127.95,6,173.27.109,14714009,Promotional Gift Card $25
,Safari,FALSE,targetcom,299.9,11,172.249.161,14714006,Promotional Gift Card $5
,Mobile Safari,TRUE,targetcom,32.38,1,86.147.204,16599205,SwimWays Spring Float
,Chrome,FALSE,targetcom,23.97,1,198.102.252,17342330,Room Essentials&amp;trade;  Chesapeake Valance
,Chrome,FALSE,targetcom,32.54,4,24.103.32,14795686,CONAIR Soft Touch Handle Round Brush 1pk.
,Chrome,FALSE,targetcom,149.99,3,73.245.108,14979080,PlayStation $50USD Cash Code (email delivery)
,Chrome,FALSE,targetcom,112.74,6,73.85.148,14174648,Performance Solid Bath Towels - Threshold&amp;trade;
,Chrome,FALSE,targetcom,99.96,2,73.47.189,16558566,Threshold&amp;trade; Linen-Look Fretwork Curtain Panel
,Other,FALSE,targetcom,34.37,5,68.103.204,14739020,Vanity Fair Everyday Napkins 250 ct
,Other,FALSE,targetcom,11.68,1,207.63.101,13973154,Easy Care Sheet Set Solids - Room Essentials&amp;trade;
,Other,FALSE,targetcom,53.96,1,67.230.246,17186971,25ct Clear Globe Lights - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,126.45,3,98.113.142,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,134.96,3,173.27.109,14783935,Pampers Swaddlers Sensitive Diapers Super Pack (Select Size)
,Mobile Safari,TRUE,targetcom,50,1,86.134.224,17213812,Puppy with Bullseye GiftCard
,IE,FALSE,targetcom,99.98,1,24.160.28,13892293,Adjustable 5-Tier Wire Shelving Unit - Black - Room Essentials&amp;trade;
,Firefox,FALSE,targetcom,64.76,3,73.134.127,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,76.99,1,108.81.176,50413805,Wagan Slim Line 1000/2500Watt Power Inverter
,Safari,FALSE,targetcom,149.99,1,108.65.124,16967973,Tufted Back Slipper Chair - Threshold&amp;trade;
,Chrome,FALSE,targetcom,62.64,8,162.199.244,12911522,Ball&amp;#174; 1 Pint (16 oz.) Glass Canning Jars - Set of 4
,Chrome,FALSE,targetcom,28.73,3,208.74.107,16666152,InterDesign Soft-Touch PEVA 4.8 Gauge Shower Curtain Liner - Frost (72&amp;quot; x 72&amp;quot;)
,Chrome,FALSE,targetcom,47.96,1,24.192.167,12285336,Philips Globe LED String Lights Warm White - 25 ct
,Other,FALSE,targetcom,44.99,2,187.189.208,50322049,Sonia Kashuk&amp;#174; Knock Out Beauty Brush Set - 12 piece
,Chrome,FALSE,targetcom,355.45,3,68.3.217,11084032,Simply Shabby Chic&amp;#174; Heirloom White Comforter
,Chrome,FALSE,targetcom,266.12,11,73.142.4,17079476,"Huggies&amp;#174; Natural Care&amp;#174; Baby Wipes, Refill - 552 Count"
,Chrome,FALSE,targetcom,266.12,11,73.142.4,37216873,Charmin Ultra Soft 18 Mega Roll
,Chrome,FALSE,targetcom,78.62,8,172.12.52,92544,Lansinoh HPA Lanolin Tube
,Chrome,FALSE,targetcom,30,2,74.120.46,50385020,Baby Foot Foot Peel Lavender 2.4 Fl Oz 1 set
,Firefox,FALSE,targetcom,25,1,50.174.184,17213812,Puppy with Bullseye GiftCard
,Firefox,FALSE,targetcom,69.98,2,104.175.133,46783686,Brooklyn &amp; Bond&amp;trade; Poplar Dot Sheet Set
,Other,FALSE,targetcom,35.98,2,24.75.119,14292318,Room Essentials&amp;trade; Duvet Cover Set
,Safari,FALSE,targetcom,24.99,1,140.182.196,13892292,Adjustable 3-Tier Wire Shelving - Black - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,50,1,191.102.216,14979080,PlayStation $50USD Cash Code (email delivery)
,Firefox,FALSE,targetcom,26.37,1,68.189.25,17072459,Five Crowns
,Other,FALSE,targetcom,17.49,1,50.175.191,14558079,NUK Seal N Go Breast Milk Storage Bags - 100 Count
,Other,FALSE,targetcom,50,1,65.17.189,14567852,Just Married Banners Gift Card
,Firefox,FALSE,targetcom,126.96,3,218.250.125,14714009,Promotional Gift Card $25
,Other,FALSE,targetcom,211.61,6,107.146.164,14942426,Bath Towels - Nate Berkus&amp;trade;
,Safari,FALSE,targetcom,81.97,3,173.168.228,16847326,Philips Avent Fast Bottle Warmer SCF355/00
,Mobile Safari,TRUE,targetcom,26.98,1,50.189.91,50111891,Denim Sham - Standard - Blue - Pillowfort&amp;trade;
,Chrome,FALSE,targetcom,46.76,4,162.230.116,17089030,White Poster Board 28x22 10 ct - up &amp; up&amp;trade;
,Firefox,FALSE,targetcom,30.77,2,71.168.178,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,44.09,1,73.226.110,15215591,King Kooker&amp;#174; Bolt Together Outdoor Cooker with Aluminum Fry Pan Package
,Safari,FALSE,targetcom,148.99,1,100.37.60,16115372,Cosmopolitan Storage Ottoman Bench with Open Bottom Brown - Simpli Home
,Chrome,FALSE,targetcom,150.99,1,71.254.176,50574562,Lodge Futon - Dorel Home Product
,Chrome,FALSE,targetcom,79.99,1,104.33.91,16949247,Alpine Vibe Beveled Wall Mirror with Silver frame 30.5&amp;quot;x42.5&amp;quot;
,Chrome,FALSE,targetcom,111.99,1,68.42.18,14318370,Threshold&amp;trade; Fretwork Rug
,Chrome,FALSE,targetcom,131.95,3,45.48.195,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,25.53,8,75.90.37,50826000,Essence  Lip Liner Pencil
,Firefox,FALSE,targetcom,41.39,1,24.188.8,15413672,Embark Raised Air Mattress - Double High Queen (Blue)
,Firefox,FALSE,targetcom,26.99,3,209.162.32,49160043,Acure Organics Brightening Facial Scrub Trial Size - 1 Fl Oz
